namespace,name,url,lang,route_count,browser_routes,config_required_routes,anti_crawler_routes,categories
zhiy,知园,zhiy.cc,zh-CN,2,0,0,0,new-media
zhizhuan100,智篆商业,www.zhizhuan100.com.cn,zh-CN,1,0,0,0,finance
zhonglun,中伦律师事务所,zhonglun.com,zh-CN,1,0,0,0,new-media
zhubai,竹白,zhubai.love,zh-CN,2,0,0,0,blog
zhujiceping,国外主机测评,zhujiceping.com,zh-CN,1,0,0,0,blog
zhuwang,中国养猪网,zhujia.zhuwang.cc,zh-CN,1,0,0,0,shopping
zimuku,字幕库,zimuku.org,zh-CN,1,0,0,0,multimedia
zimuxia,FIX 字幕侠,zimuxia.cn,zh-CN,2,0,0,0,multimedia
zjgsu,浙江工商大学,news.zjgsu.edu.cn,zh-CN,3,0,0,0,university
zjgtjy,浙江省土地使用权网上交易系统,zjgtjy.cn,zh-CN,1,0,0,0,government
zjmuseum,Zhejiang Provincial Museum,www.zjmuseum.com.cn/cn/,,1,0,0,0,travel
zjol,浙江在线,zjol.com.cn,zh-CN,1,0,0,0,traditional-media
zju,浙江大学,physics.zju.edu.cn,zh-CN,1,0,0,0,university
zjut,浙江工业大学,www.zjut.edu.cn,zh-CN,3,0,0,0,university
zjuvag,浙江大学可视分析小组,zjuvag.org,zh-CN,1,0,0,0,blog
zodgame,ZodGame,zodgame.xyz,en,1,0,1,0,bbs
zongheng,纵横中文网,www.zongheng.com,zh-CN,1,0,0,0,reading
zotero,Zotero,zotero.org,en,1,0,0,0,program-update
zrblog,赵容部落,zrblog.net,zh-CN,1,0,0,0,blog
zsnews,中山网,www.zsnews.cn,zh-CN,1,0,0,0,traditional-media
zsxq,知识星球,zsxq.com,zh-CN,2,0,2,0,social-media
zuel,中南财经政法大学,wap.zuel.edu.cn,zh-CN,1,0,0,0,university
zuvio,Zuvio,irs.zuvio.com.tw,zh-TW,2,0,0,0,bbs
zxcs,知轩藏书,zxcs.click,zh-CN,1,0,0,0,reading
zyshow,综艺秀,zyshow.net,zh-CN,1,0,0,1,multimedia
zyw,zyw,hot.zyw.asia,zh-CN,1,0,0,0,new-media
zzu,郑州大学,www.zzu.edu.cn,zh-CN,16,0,0,0,university
zzuli,郑州轻工业大学,www.zzuli.edu.cn,zh-CN,2,0,0,0,university
